Gene_A	Gene_B	correlation
AT1G47250	AT4G29040	0.7656145990493615
AT1G33980	AT2G44200	0.765573866845105
AT1G74030	AT3G08590	0.7655494544058218
AT1G35680	AT4G20360	0.7655400248423458
AT1G08560	AT3G51280	0.7655257261261948
AT1G55900	AT5G43970	0.765467733810212
AT1G28060	AT3G62840	0.7654675926230361
AT1G64880	AT5G64140	0.7654559270519623
AT1G19150	AT4G12800	0.7654448872806217
AT1G08250	AT1G15710	0.765438020064212
AT2G30580	AT4G28640	0.7654306714225074
AT1G55080	AT4G25630	0.7653993500992416
AT1G08360	AT1G80620	0.7653822042540801
AT1G66750	AT3G13445	0.7653770944672841
AT1G15820	AT1G42970	0.7653687736613702
AT1G51710	AT5G43010	0.7653136205336426
AT1G52980	AT3G01540	0.7653115905892283
AT1G70760	AT1G76450	0.7652938311956083
AT1G63780	AT3G57150	0.765267294565817
AT1G50490	AT5G02880	0.7652619155469109
AT1G77600	AT2G47980	0.7652600597052335
AT1G15930	AT1G26880	0.7652383181717513
AT1G48050	AT4G38740	0.7652265013951023
AT1G52300	AT3G62870	0.7652237204798199
AT1G17690	AT2G17250	0.7652170326313305
AT1G09140	AT5G44500	0.765196887439178
AT1G66610	AT3G45480	0.7651815856067747
AT1G57620	AT3G24350	0.7651789710038401
AT1G60850	AT4G28200	0.7651686674238268
AT1G16280	AT1G63660	0.7651622264497132
AT1G61520	AT3G21055	0.7651481125886104
AT1G22430	AT4G36250	0.7651338215277048
AT1G16280	AT1G50920	0.7650960348000083
AT1G28320	AT4G15560	0.765095489549457
AT1G06720	AT4G12600	0.7650920489340602
AT1G33390	AT5G61770	0.7650771428277691
AT1G78050	AT3G09440	0.7650278748924308
AT1G04860	AT1G61690	0.7650213777989132
AT1G31660	AT3G04820	0.7650194877239498
AT1G20960	AT5G51940	0.7649985281482753
AT1G03110	AT1G25260	0.7649979985053357
AT1G26910	AT3G11830	0.7649824498977019
AT1G29940	AT5G13680	0.7649778766154729
AT1G29940	AT3G24080	0.7649630931757286
AT1G08380	AT4G12800	0.7649565112306657
AT1G12250	AT1G32060	0.7648898214327116
AT3G06380	AT5G42190	0.7648771363734966
AT1G56410	AT3G53500	0.7648362890284718
AT1G15020	AT4G26520	0.7648314244939328
AT1G49760	AT1G72730	0.7648260560133137
AT1G03130	AT1G12900	0.7648162733958399
AT1G14030	AT3G56910	0.7647670238088804
AT1G31170	AT5G06290	0.7647651148765027
AT1G63780	AT5G15750	0.7647638865396115
AT1G17440	AT3G10330	0.7647446698792894
AT1G10200	AT3G06035	0.7647149498237312
AT1G52930	AT5G08600	0.7647068306234002
AT1G32470	AT3G21055	0.7646854740425145
AT1G77030	AT2G24500	0.7646820090203247
AT1G72320	AT2G26200	0.7646647050003098
AT1G15250	AT1G22780	0.7646373815785547
AT1G78650	AT5G28740	0.7646145147640324
AT1G63810	AT3G49990	0.7646112164450093
AT1G34030	AT1G52300	0.7645966958094916
AT1G16870	AT3G59650	0.7645862100910836
AT1G15810	AT5G47190	0.7645751294499532
AT1G22920	AT5G42970	0.7645362190938026
AT1G77030	AT5G63120	0.7645326848733872
AT1G72440	AT5G14600	0.7645200468484435
AT1G14810	AT1G80560	0.764515315025165
AT1G02140	AT3G16080	0.7644898598641031
AT1G08250	AT5G34930	0.76447894064153
AT1G50920	AT3G01610	0.7644703488494787
AT1G03330	AT3G22320	0.7644534133578893
AT1G32470	AT2G35120	0.7644221737188854
AT1G02840	AT2G38770	0.7643879695599164
AT1G47220	AT3G60010	0.7643611000025066
AT1G49180	AT3G24495	0.7643369237054518
AT1G77030	AT5G05210	0.7643356812816295
AT1G72170	AT2G46540	0.7642942341548086
AT1G24510	AT4G10450	0.7642919228689107
AT1G17690	AT2G40360	0.764289783359738
AT1G68590	AT5G58250	0.7642241260407537
AT1G04230	AT3G16840	0.7642085262167503
AT1G64740	AT5G49510	0.7642077204449421
AT1G04810	AT2G30110	0.764200496655942
AT1G77750	AT3G04400	0.7641725779683304
AT1G02150	AT3G52380	0.7641553009672696
AT1G75670	AT5G60990	0.764155051974467
AT1G50490	AT3G48750	0.7641463325099008
AT1G01230	AT1G72700	0.7641086867129441
AT1G16470	AT2G43640	0.7640754637513538
AT1G48830	AT4G25740	0.7640724117192768
AT1G77030	AT2G47250	0.7640676263373755
AT1G75840	AT2G17800	0.7640622872951774
AT1G19120	AT4G02840	0.764037795202231
AT1G12280	AT4G08480	0.7640083004894971
AT1G01510	AT4G35630	0.7639788732969119
AT1G51380	AT2G27530	0.763977999250435
AT1G77680	AT2G32415	0.76397408512946
AT1G07770	AT5G39740	0.763973688720757
AT1G75950	AT3G03990	0.7639485229132108
AT1G08360	AT4G31985	0.7639192665867442
AT1G27385	AT2G01110	0.7639130646948842
AT1G17690	AT4G15770	0.7638958267319618
AT1G15440	AT2G19385	0.7638392225474785
AT1G17690	AT5G20160	0.7638130171416857
AT1G55020	AT4G14570	0.7637409848188975
AT1G42440	AT5G63630	0.7637326264429491
AT1G17960	AT3G11710	0.7637239844127696
AT1G04510	AT3G19760	0.7637182666084631
AT1G02680	AT2G04630	0.7636959893014752
AT1G12230	AT4G35090	0.7636805562041984
AT2G25930	AT4G11110	0.7636610990525263
AT1G60620	AT5G15750	0.7636362364485495
AT1G67740	AT2G40100	0.7636292226442384
AT1G10830	AT3G53130	0.7636185435923581
AT1G05520	AT2G34250	0.7636116065067365
AT1G25400	AT1G76600	0.7635886882485581
AT1G12230	AT3G54050	0.7635869405760661
AT1G35680	AT4G25050	0.7635777303855856
AT1G24510	AT4G02450	0.763552904804035
AT1G32990	AT1G62850	0.7635482238685999
AT1G29250	AT1G52930	0.763531567004447
AT1G31970	AT4G34910	0.7635294905777628
AT1G64520	AT5G42790	0.7635253889736545
AT1G63780	AT5G08620	0.7635129917114898
AT1G50460	AT4G24620	0.7635054344237933
AT1G64880	AT5G59240	0.7635045262843921
AT1G31660	AT4G07410	0.7634766570162308
AT1G73230	AT4G00810	0.763463465389979
AT1G55020	AT3G11630	0.7634504657942816
AT1G50490	AT3G06140	0.7633821280910514
AT1G04810	AT3G51800	0.763374148613971
AT1G20340	AT5G64040	0.7633643085160363
AT1G59840	AT5G52110	0.763363292468365
AT1G29940	AT3G49320	0.7633595476864528
AT1G13730	AT4G30890	0.7633528632667725
AT1G65930	AT2G15680	0.7633009773128409
AT1G48160	AT5G59850	0.7632996123181579
AT1G16350	AT4G14570	0.7632946579980074
AT1G69620	AT2G42710	0.7632929439943205
AT1G55480	AT5G17170	0.7632860998420635
AT1G09420	AT5G24400	0.7632858003904096
AT1G77390	AT2G22010	0.7632782920757868
AT1G63290	AT5G44520	0.7632498552066168
AT1G71697	AT2G38670	0.763230787474302
AT1G69070	AT5G08600	0.7631793298838208
AT1G20960	AT5G02490	0.7631232339914122
AT1G20580	AT3G13200	0.7630949848581483
AT1G48050	AT3G11630	0.7630835741020453
AT1G10090	AT1G68570	0.7630625827159844
AT1G61580	AT3G04770	0.763035911135157
AT1G25260	AT5G62190	0.7630335327895283
AT1G15020	AT1G54340	0.7630114681001317
AT1G12650	AT3G19760	0.7629997024294075
AT1G14150	AT4G12800	0.7629843359379006
AT1G22780	AT4G15000	0.7629779771230003
AT1G15420	AT3G07750	0.762934693710034
AT1G76080	AT2G22230	0.7629344748443243
AT1G68590	AT5G07020	0.7628942212385174
AT1G01100	AT3G28900	0.7628922864026332
AT1G21720	AT3G20060	0.7628852668161011
AT1G09210	AT3G62600	0.7628708775719936
AT1G02830	AT1G33850	0.7628630092936218
AT1G48920	AT3G57490	0.7628609728453727
AT1G68570	AT3G16180	0.7628348284153139
AT1G61520	AT4G38970	0.7628068089674256
AT1G06720	AT4G30990	0.7627812567281559
AT1G68570	AT5G63640	0.7627784327063479
AT1G60850	AT5G11240	0.7627737697154858
AT2G44740	AT4G32570	0.7627705146445457
AT1G04270	AT2G36160	0.7627546614500914
AT1G02870	AT1G61580	0.7627465236591955
AT1G58370	AT3G02740	0.7627231225874478
AT1G06380	AT1G17690	0.7627074799663461
AT1G06680	AT4G01150	0.7626971547287424
AT1G32470	AT5G47190	0.7626661667978665
AT1G65430	AT3G08690	0.7626557524534506
AT1G67560	AT3G06650	0.7626501510438873
AT1G69740	AT2G36460	0.7626399314461965
AT1G67630	AT2G24490	0.7626241731593664
AT1G21160	AT3G04770	0.7626077558997898
AT1G15310	AT4G30600	0.7626022947634311
AT1G72370	AT5G67510	0.7625727597036557
AT1G54340	AT5G64760	0.762560598814492
AT1G07770	AT2G27710	0.762546076392618
AT1G18540	AT2G33370	0.7624819810869443
AT1G77750	AT4G31700	0.7624806223919888
AT1G15250	AT3G10610	0.7624499080800746
AT1G16470	AT3G52930	0.7624424492299314
AT1G15420	AT1G72440	0.7624273513785054
AT1G63980	AT2G34570	0.7624132628706979
AT1G63810	AT4G40000	0.7624064195323497
AT1G52980	AT3G51270	0.7623930255570731
AT1G32470	AT1G67740	0.7623645487067424
AT1G08130	AT5G41010	0.7623588754784765
AT1G47240	AT3G27870	0.7623548623965325
AT1G75200	AT4G16630	0.7623548014174747
AT1G25260	AT3G49080	0.7623521273569288
AT1G61520	AT2G06520	0.7623157273044995
AT1G03360	AT2G47420	0.7623048545888952
AT1G63710	AT1G72970	0.7622970128386506
AT1G05190	AT4G34620	0.7622901888551985
AT1G15420	AT1G69070	0.7622851622065019
AT1G56110	AT5G62190	0.7622607331727335
AT1G63160	AT3G28730	0.7622541342021021
AT1G06380	AT1G63780	0.7622374294177143
AT1G67740	AT5G17170	0.7622226255101758
AT1G32060	AT4G04640	0.7622209261334004
AT1G73670	AT5G19010	0.7621730791312833
AT1G10490	AT2G19540	0.762158709905298
AT1G10580	AT3G03340	0.7621530823708886
AT1G63780	AT3G12270	0.7621396218242078
AT1G50920	AT2G47250	0.762137618819945
AT1G52980	AT5G17930	0.7621304776522638
AT1G17440	AT5G40550	0.762122249598548
AT1G51380	AT2G32220	0.7621084972581287
AT1G15750	AT5G45110	0.7620867506842537
AT1G42960	AT3G32930	0.7620852637699435
AT1G56450	AT5G57950	0.7620847633676628
AT1G76150	AT2G39970	0.762073609126
AT1G48240	AT3G60600	0.7620002506919504
AT1G03330	AT4G22380	0.7619874954402001
AT1G61520	AT4G21280	0.7619648060973675
AT1G24280	AT3G02360	0.7619353045855508
AT1G11240	AT3G09720	0.7619218340214982
AT1G73690	AT5G57980	0.7619136978899232
AT1G48850	AT5G63890	0.7619050781089719
AT1G14360	AT2G02810	0.7618794622974394
AT1G27920	AT2G32590	0.7618690192274467
AT1G06720	AT4G07410	0.761859170559272
AT1G31970	AT2G44860	0.7618590233218667
AT1G34210	AT5G65700	0.7618524746011842
AT1G61580	AT3G15460	0.7617387211233024
AT1G32450	AT4G34240	0.7617242195188206
AT1G23410	AT3G60540	0.7617224260535521
AT1G75600	AT4G13610	0.7616898080123062
AT1G71500	AT5G13650	0.7616729508601636
AT1G20693	AT3G16500	0.7616486700750812
AT1G77930	AT2G42750	0.7616414349133085
AT1G25260	AT3G49990	0.7616383667436178
AT1G54770	AT4G07410	0.7616031537505193
AT1G26800	AT3G53410	0.7615943524219921
AT1G60430	AT4G01710	0.7615868370819326
AT1G15420	AT5G41190	0.7615742792550056
AT1G51380	AT5G64200	0.7615669894910233
AT1G77840	AT2G24050	0.7615628898959073
AT1G20580	AT2G03870	0.7615623641340056
AT1G26880	AT1G56070	0.7615467134455557
AT1G29150	AT4G31300	0.7615398250476877
AT1G30120	AT5G40810	0.7615341143566944
AT1G12650	AT5G06360	0.7615187513840107
AT1G32060	AT4G02770	0.7614876015966013
AT1G31930	AT5G58690	0.7614781940575456
AT1G12480	AT4G26080	0.7614675763019155
AT1G06720	AT4G30996	0.7614603055126055
AT1G20960	AT5G42820	0.761442307005703
AT1G54320	AT4G19640	0.7614330846464148
AT1G72370	AT3G04840	0.7614213885593347
AT1G15420	AT3G51800	0.7613949672039088
AT1G29940	AT3G22320	0.7613918104139185
AT1G30820	AT1G60850	0.7613480455640713
AT1G62200	AT5G47910	0.7613394068126071
AT1G05190	AT2G18710	0.7612913419723637
AT1G61580	AT2G24500	0.7612595884773413
AT1G47710	AT1G78050	0.7612272558530442
AT1G34030	AT5G47700	0.7612271095198262
AT1G72440	AT4G02400	0.761223265032735
AT1G16350	AT1G55020	0.76120799122586
AT1G51380	AT3G02190	0.761204521749688
AT1G70730	AT4G19820	0.7611845947436325
AT1G16080	AT5G40950	0.7611807421571413
AT1G51510	AT4G37120	0.7611582744482609
AT1G77030	AT3G62310	0.7611547798297834
AT1G76810	AT3G55280	0.7611406201072582
AT1G24040	AT1G52510	0.7611372685519908
AT1G10730	AT3G53960	0.7611128438984837
AT1G20960	AT1G56410	0.7610958244922588
AT1G04810	AT5G42150	0.7610853543608594
AT1G66580	AT2G19750	0.7610731701203386
AT1G60850	AT2G47420	0.7610362308718253
AT1G15750	AT3G04730	0.761031448441489
AT1G10580	AT2G47640	0.7610153296203499
AT1G65230	AT5G09660	0.7609931996128334
AT1G04480	AT5G61970	0.7609924671421283
AT1G01940	AT3G22320	0.7609820498853518
AT1G30820	AT1G63660	0.7609795612492979
AT1G62850	AT3G13120	0.7609779474803049
AT1G72730	AT2G45710	0.7609746899566696
AT1G72340	AT3G07300	0.7609725978327807
AT3G48750	AT4G16130	0.7609627837291891
AT1G68010	AT3G16140	0.7609457893521523
AT1G76110	AT4G33470	0.7609407871101529
AT1G02870	AT3G24080	0.7609263156980305
AT1G03130	AT4G38970	0.760890692675074
AT1G63780	AT2G18220	0.7608233134410304
AT1G54500	AT4G04640	0.7608131316199678
AT1G23860	AT1G27650	0.7607973450670461
AT1G60850	AT2G34357	0.7607737537025232
AT1G23410	AT2G20450	0.7607271872536944
AT1G74880	AT3G47650	0.7607251245020915
AT1G08520	AT5G54600	0.7607234771792722
AT1G49400	AT3G59650	0.7607196824165643
AT1G35680	AT5G40950	0.7607162496374686
AT1G11240	AT3G22660	0.7607083479880797
AT1G77030	AT3G09720	0.7607074908098075
AT1G54290	AT3G57490	0.7606884544230831
AT1G32470	AT4G04640	0.7606578459575379
AT1G07830	AT2G34520	0.7606441657424344
AT1G63660	AT3G12860	0.7606064665605488
AT1G20960	AT4G12600	0.7605816245130517
AT1G77000	AT5G60820	0.7605584893755022
AT1G04240	AT3G15540	0.7605535470918678
AT1G44000	AT3G56940	0.7605469490625213
AT1G08430	AT4G14455	0.760532127259259
AT1G49620	AT4G03270	0.760521843543362
AT1G60850	AT4G04940	0.7604980613286084
AT1G03860	AT5G14800	0.7604714993319068
AT1G04270	AT5G61170	0.7604701838731408
AT1G29070	AT5G65220	0.7604472576491135
AT1G63780	AT3G15460	0.7604369964977848
AT1G42440	AT3G60360	0.7604087577718398
AT1G54780	AT2G39730	0.7604027714860193
AT1G26370	AT2G18740	0.7603859491624942
AT1G01100	AT3G56340	0.7603591314580066
AT1G75950	AT3G08690	0.7603476101188091
AT1G07360	AT4G36020	0.7603433776213468
AT1G53980	AT2G27120	0.7603389888329622
AT1G49400	AT3G52300	0.7603366381152842
AT1G69620	AT3G02560	0.7603359587051821
AT1G44170	AT2G19450	0.7603353592922294
AT1G56110	AT5G60990	0.7603177375357482
AT1G32990	AT3G52380	0.7602747011998671
AT1G56410	AT5G28740	0.7602735692409125
AT1G04945	AT5G40530	0.7602650014739655
AT1G35720	AT3G46970	0.7602106352187459
AT1G50300	AT4G31720	0.7601496760124914
AT1G20580	AT2G18740	0.7601371367737396
AT1G12230	AT5G64380	0.7601357872778521
AT1G60850	AT2G17250	0.7600754791093199
AT1G02840	AT2G30000	0.7600686149526173
AT1G64510	AT5G14320	0.7600583042296833
AT1G15810	AT5G64650	0.7600176979500815
AT1G29940	AT4G20320	0.7600136035173275
AT1G23860	AT5G13010	0.759969627205646
AT1G63160	AT5G51940	0.7599615116187656
AT1G08360	AT2G47610	0.7599436728622424
AT1G02830	AT1G61580	0.7599409813531303
AT1G09830	AT3G55010	0.7599277114979252
AT1G17880	AT1G26880	0.7599232072369375
AT1G04710	AT1G04970	0.7599217030810249
AT1G51380	AT1G72440	0.7598915627052486
AT1G62800	AT5G09660	0.759879795125898
AT1G33390	AT4G05410	0.7598487464805874
AT1G67430	AT1G69620	0.7598459875307839
AT1G61570	AT3G48570	0.7598320838201102
AT1G14360	AT5G47910	0.7598141060589132
AT4G11920	AT5G51050	0.7598056853146875
AT1G31817	AT3G18740	0.7598025736601433
AT1G32560	AT2G36640	0.7597941762395696
AT1G33670	AT4G00740	0.7597641763086306
AT2G03170	AT2G31470	0.7597459067540463
AT1G02830	AT2G13540	0.7597232867285704
AT1G56110	AT4G27010	0.759707852781672
AT1G56110	AT3G07050	0.759688113958174
AT1G61580	AT3G55620	0.7596876419997971
AT1G31660	AT4G15770	0.7596748391852207
AT1G74970	AT2G33370	0.759674197102703
AT1G62750	AT3G44890	0.7596522465843443
AT1G07360	AT1G33980	0.7596351227234328
AT1G12520	AT5G18100	0.7596144413648578
AT1G70660	AT5G19180	0.7596140718920831
AT1G60850	AT3G55510	0.7596010720787134
AT1G78680	AT2G04690	0.7595944413875501
AT1G17690	AT2G19540	0.759565771058871
AT1G54290	AT5G35680	0.7595592358882236
AT1G73230	AT5G59850	0.7595358475036617
AT2G20850	AT5G16000	0.7595304696943412
AT1G72770	AT4G01026	0.7595109245297732
AT1G04270	AT1G08360	0.7594894838771665
AT1G05190	AT1G32990	0.7594795415619319
AT1G02840	AT1G75510	0.7594518987637715
AT1G62200	AT4G22120	0.7594338415165376
AT3G61140	AT5G42970	0.7594261604388115
AT1G32990	AT3G48730	0.7594151445195539
AT1G31230	AT4G39660	0.7594001575748736
AT1G23280	AT3G13580	0.7593953932802717
AT1G15930	AT1G74270	0.7593845486554246
AT3G48750	AT4G03270	0.75935414863787
AT1G13160	AT1G64600	0.7593499288059126
AT1G03330	AT2G26460	0.7592956914972296
AT1G67740	AT1G76100	0.7592568691661344
AT3G11410	AT5G55990	0.7592469724878924
AT1G02305	AT2G40110	0.7592381536823762
AT1G52190	AT5G13400	0.7592350026120687
AT1G50430	AT4G22753	0.7592016802600603
AT1G22450	AT3G03070	0.7591995849485156
AT1G67370	AT2G27170	0.7591536072238528
AT1G29070	AT5G14910	0.7591140050020097
AT1G15820	AT3G47470	0.7591127370187468
AT1G53240	AT1G65930	0.7590845428768623
AT1G43860	AT5G08180	0.7590538762788449
AT1G17690	AT3G06530	0.7590406203471514
AT1G10490	AT4G22380	0.7590395288665716
AT1G35680	AT5G47190	0.7590220188334211
AT1G12230	AT2G41680	0.7590148383606576
AT1G08380	AT5G66570	0.759009804578706
AT1G04270	AT1G56070	0.7589997331933902
AT1G51510	AT5G42820	0.7589831923721874
AT1G47250	AT3G14290	0.7589806663934446
AT1G48160	AT3G02080	0.7589756303280889
AT1G06720	AT3G18610	0.7589723899750132
AT1G04730	AT2G27120	0.7589358662041411
AT1G77030	AT3G26560	0.7589038113438017
AT1G67430	AT1G74270	0.7589004033573279
AT3G11820	AT3G52400	0.7588982236409131
AT1G50490	AT4G36410	0.7588741833594678
AT1G44170	AT1G69870	0.7588671651538891
AT1G14620	AT4G20360	0.7588588876950689
AT1G08380	AT2G20260	0.7588568372509984
AT1G06380	AT2G27200	0.7588560255538183
AT1G64880	AT1G80270	0.7588232657036341
AT1G07070	AT4G12600	0.7588015989073402
AT1G01940	AT1G02840	0.7587936213533488
AT1G50920	AT4G29510	0.7587707114525574
AT1G50460	AT1G72990	0.7587513915153581
AT1G02840	AT5G59180	0.7587371523298997
AT1G72370	AT4G16720	0.7587182528034104
AT1G60850	AT5G52820	0.7586906247792786
AT1G63780	AT4G30990	0.7586561488011516
AT1G51380	AT2G39260	0.7586410155806307
AT1G17100	AT5G13980	0.758626474825314
AT1G03360	AT4G30990	0.7586121413784045
AT1G69740	AT3G27430	0.7586090181864388
AT1G06130	AT3G02720	0.7585854260246864
AT1G69410	AT5G28060	0.7585668426105067
AT1G12650	AT4G30990	0.7585067299038533
AT1G64880	AT3G59540	0.7584919101313219
AT1G14650	AT4G30220	0.7584871776575598
AT1G67300	AT1G72700	0.7584867088154679
AT1G14320	AT4G13170	0.7584693264736835
AT1G64680	AT1G76570	0.7584621101926131
AT4G19660	AT5G45110	0.7584468358294666
AT1G77940	AT3G18740	0.7584367270818213
AT1G31660	AT4G20980	0.7584002166443566
AT1G32470	AT4G21280	0.7583684684036942
AT1G01100	AT1G07770	0.758364202579931
AT1G56410	AT2G13540	0.7583308382640335
AT1G60620	AT2G41630	0.758308683103469
AT1G55670	AT1G60950	0.7583086011678005
AT1G66580	AT3G49080	0.758305235611091
AT1G48630	AT5G02450	0.7582704343746981
AT1G16970	AT5G37850	0.7582482217144436
AT1G31330	AT1G67740	0.7582083862262496
AT1G23860	AT1G32490	0.7582065420515044
AT1G50460	AT5G54510	0.7581919786618363
AT1G52300	AT5G03850	0.7581732154610779
AT1G04510	AT1G14650	0.7581730339844448
AT1G61570	AT3G56070	0.7581660764622586
AT1G50400	AT1G61570	0.7581631242018461
AT1G12650	AT3G60360	0.7581588414841571
AT1G55670	AT4G02770	0.7581215727357193
AT1G07320	AT3G54210	0.7580935955787066
AT1G23310	AT1G42970	0.7580931176691607
AT1G22920	AT5G46210	0.7580775374763203
AT1G13320	AT1G18540	0.7580701314522208
AT1G63160	AT2G41460	0.758057098087506
AT1G60620	AT5G62950	0.7580570466558074
AT1G44170	AT1G72700	0.7580406507208846
AT1G76300	AT5G07060	0.758033080964593
AT1G69620	AT2G36160	0.7580325764875178
AT1G18660	AT3G17000	0.758030620539154
AT1G15930	AT5G10360	0.7580301854665515
AT1G72440	AT5G08180	0.7580227529570683
AT1G20920	AT4G31580	0.7580097013257432
AT3G23990	AT5G38480	0.7579842340360466
AT1G30070	AT3G07770	0.7579676094661658
AT1G31817	AT5G47320	0.7579418755193552
AT1G06720	AT3G61620	0.757929943670804
AT1G03475	AT1G08520	0.7579271840290713
AT1G06720	AT3G01610	0.7579268529789268
AT1G17690	AT5G04600	0.7578994741899109
AT1G33390	AT3G56510	0.7578931044179877
AT1G04480	AT1G15250	0.7578853921326286
AT1G78680	AT5G60360	0.7578468425838678
AT4G28470	AT4G29040	0.7578424994178982
AT1G75350	AT3G25920	0.7578323400209397
AT1G45050	AT3G07370	0.7578033780131529
AT1G31330	AT1G56190	0.757779649894762
AT1G75510	AT5G41770	0.7577666795658011
AT1G08880	AT3G12280	0.7577511817703788
AT1G53510	AT5G23720	0.7577339696926145
AT1G51380	AT4G37120	0.7577319190090326
AT1G72370	AT3G62870	0.7577135010306011
AT1G34220	AT5G09550	0.7577086409504034
AT1G25420	AT3G06650	0.757706921503777
AT1G67560	AT5G01650	0.7576754903304641
AT1G16740	AT5G26830	0.7576752789440994
AT1G26880	AT3G23390	0.7576635383992508
AT1G33750	AT4G13230	0.7576545104028352
AT1G55900	AT1G61570	0.7576527269280993
AT2G33040	AT5G09230	0.7576521524616353
AT1G33390	AT5G61330	0.7576183192445642
AT1G17690	AT5G48240	0.757603226682599
AT1G12550	AT1G68010	0.7575848182344453
AT1G18540	AT5G59850	0.7575741587083098
AT1G75990	AT3G06190	0.7575712067669795
AT1G24510	AT1G26910	0.7575492357710631
AT1G62320	AT5G11570	0.7575485787011137
AT1G52980	AT4G29510	0.7575463252159689
AT1G18540	AT3G28900	0.7575428119569789
AT1G33390	AT5G15550	0.7574729287377074
AT4G23400	AT5G65430	0.7574714399464698
AT1G65930	AT5G42740	0.757446198064771
AT1G69070	AT4G07410	0.7574396076417306
AT1G16030	AT2G18510	0.7574293492521343
AT1G47220	AT4G28470	0.7574292529657539
AT1G52300	AT3G52580	0.7574223407203087
AT1G05190	AT4G09650	0.7573935119540265
AT1G10490	AT3G51270	0.7573884381822475
AT1G33390	AT3G23620	0.7573529445968916
AT1G62800	AT2G20340	0.7573496520104274
AT1G67440	AT5G35170	0.7573144350146116
AT1G17690	AT4G15850	0.7573027498034738
AT1G35680	AT2G33370	0.7572990590059882
AT1G69440	AT3G49500	0.7572896472565468
AT2G31880	AT5G06320	0.7572812378709597
AT1G78450	AT2G35580	0.7572600278075936
AT1G08360	AT1G22780	0.7572565354916689
AT1G26630	AT5G23900	0.7572419912370881
AT1G25420	AT1G51160	0.7572407542886465
AT1G01290	AT1G37130	0.7572363936869021
AT1G29150	AT5G14590	0.757225049168693
AT1G47220	AT5G57950	0.7572076553791269
AT1G19020	AT3G50930	0.7571312126749045
AT1G55900	AT4G37910	0.7571234356165623
AT1G69070	AT3G51270	0.7570916239407728
AT1G52930	AT5G60990	0.7570620462764255
AT1G52980	AT5G43720	0.7570306001159098
AT1G15110	AT5G04040	0.7570116059505959
AT1G08380	AT4G04640	0.7570097446984008
AT1G06210	AT1G21380	0.7570005216352091
AT1G18150	AT5G57950	0.7569656323871575
AT1G69620	AT3G25520	0.7569503619506772
AT1G64280	AT4G16890	0.7569461811481942
AT1G60850	AT5G20180	0.7569435191021529
AT1G29150	AT5G45900	0.7569242389749349
AT1G31817	AT2G43460	0.7568689549996473
AT1G30480	AT4G03430	0.7568641317954733
AT1G50920	AT5G54910	0.7568632842451735
AT1G77760	AT1G78460	0.7568443462103291
AT1G15440	AT2G43650	0.7568246528602767
AT1G42970	AT1G65230	0.7568242660804759
AT1G05055	AT1G53930	0.756805771400285
AT1G30820	AT4G15770	0.7567965506896908
AT1G13160	AT1G63980	0.7567714999257409
AT1G26880	AT2G36160	0.7567343541447523
AT1G78630	AT3G02080	0.7566967839165479
AT1G04270	AT1G69620	0.756692200318125
AT1G17560	AT4G00100	0.7566494283640711
AT1G71840	AT3G18600	0.7566141129764702
AT1G03950	AT1G15130	0.7566100810405403
AT1G08360	AT5G23900	0.7565805608651193
AT1G08880	AT5G22330	0.7565681835168188
AT1G26910	AT3G57490	0.7565540900038334
AT3G57870	AT4G29130	0.7565537305094224
AT1G10490	AT5G14580	0.7565506943940169
AT1G77840	AT5G54760	0.7565345943361457
AT1G66530	AT2G40290	0.7564953296615105
AT1G78630	AT5G14320	0.756494187086564
AT1G56410	AT4G16265	0.7564732154748806
AT2G23430	AT2G27960	0.7564725850853036
AT1G12900	AT3G56940	0.7564499163747107
AT1G52230	AT3G47470	0.7564236460206609
AT1G77030	AT3G58660	0.7564205503102266
AT1G66580	AT4G39200	0.7564149354529447
AT3G20290	AT4G09570	0.7564079659408031
AT1G20960	AT5G09390	0.7563910148829769
AT1G10580	AT1G26370	0.7563756538390173
AT1G31870	AT2G32600	0.7563752519516619
AT1G06720	AT5G60990	0.756338657855557
AT1G73690	AT3G29380	0.7563382054869653
AT1G23410	AT2G19740	0.756187809556015
AT1G50920	AT4G21130	0.7561116392616001
AT1G15130	AT5G63880	0.756082805128654
AT1G15420	AT5G63630	0.7560721528027805
AT1G66580	AT2G27710	0.7560673581008296
AT1G31817	AT3G13580	0.7560545199443848
AT1G04810	AT1G64010	0.7560435064571427
AT1G32990	AT5G24490	0.7560266383844675
AT1G18080	AT1G64770	0.7560020486500731
AT1G61520	AT4G10340	0.7559619769662993
AT1G30480	AT2G47330	0.7559580271500352
AT1G15440	AT3G18610	0.755947906388164
AT1G21410	AT2G40830	0.7559398150153972
AT1G48900	AT3G60245	0.7559156825709984
AT1G67740	AT1G70760	0.7558945815592333
AT1G61520	AT1G67740	0.7558894896242928
AT1G22780	AT5G35530	0.7558814135828515
AT1G11860	AT3G54050	0.7558675539145274
AT1G12480	AT3G11410	0.7558588365175257
AT1G26370	AT1G77030	0.7558560674910852
AT1G15700	AT3G12260	0.7557978528568385
AT1G35680	AT5G24490	0.7557937205337808
AT1G76140	AT2G47390	0.7557695690384288
AT1G45050	AT2G30110	0.7557695179132969
AT1G32990	AT3G44890	0.7557481301765616
AT1G67740	AT5G46110	0.7557366912942376
AT1G61570	AT3G10090	0.7557140334628513
